id,name,domain,index,tableName,startIndex,notEnough,linearEquation,linearR2,exponentialEquation,exponentialR2,logarithmicEquation,logarithmicR2,powerEquation,powerR2
CT0200A1A,進出口貿易總值(特殊貿易制度),CT,0,出口總值-NTD(百萬元),24,false,353408.75,2441303.46,0.94,3191521.55,0.06,0.87,947242.84,2490355.85,0.81,2251099.15,0.45,0.9
CT0200A1A,進出口貿易總值(特殊貿易制度),CT,1,出口總值-USD(百萬美元),24,false,11467.96,76231.8,0.9,100942.38,0.06,0.88,36092.93,76950.29,0.71,78113.8,0.41,0.8
CT0200A1A,進出口貿易總值(特殊貿易制度),CT,2,進口總值-NTD(百萬元),24,false,305272.47,2299356.88,0.89,2931155.86,0.06,0.76,969833.65,2169185.26,0.78,2070182.84,0.43,0.85
CT0200A1A,進出口貿易總值(特殊貿易制度),CT,3,進口總值-USD(百萬美元),24,false,9895.91,71721.3,0.85,92563.8,0.06,0.78,36146.26,66836.09,0.67,71583.02,0.4,0.76
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,0,總計-出口-NTD(百萬元),0,true,356270.18,4184250.41,0.89,4627157.55,0.05,0.84,3201623.04,2092301.61,0.84,3782349.11,0.32,0.88
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,1,總計-出口-USD(千美元),0,true,12939854.58,118670263.7,0.87,136586406.31,0.06,0.8,87039705.79,73875830.86,0.78,110865120.4,0.35,0.83
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,2,總計-進口-NTD(百萬元),0,true,304694.2,3835883.05,0.78,4221282.08,0.05,0.7,2925310.54,1826024.61,0.77,3384314.62,0.32,0.81
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,3,總計-進口-USD(千美元),0,true,11103610.7,108981011.61,0.78,124550056.78,0.06,0.65,79832929.58,64438881.79,0.72,98913999.62,0.35,0.77
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,4,亞洲-出口-NTD(百萬元),0,true,307896.89,2165609.06,0.92,2654132.47,0.06,0.84,1292557.45,1820652.63,0.88,1927779.59,0.44,0.93
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,5,亞洲-出口-USD(千美元),0,true,10844860.31,59809054.11,0.91,78214480.52,0.07,0.85,31833874.5,62679728.89,0.83,56504195.38,0.48,0.9
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,6,亞洲-進口-NTD(百萬元),0,true,165344.36,2192077.38,0.79,2402370.93,0.05,0.68,1687039.54,996595.52,0.79,1922175.93,0.31,0.82
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,7,亞洲-進口-USD(千美元),0,true,6044350.84,62370545.55,0.8,70844595.18,0.05,0.75,46239079.73,35215835.09,0.75,56178731.83,0.35,0.8
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,8,香港-出口-NTD(百萬元),0,true,11606.27,1025313.08,0.33,1030926.93,0.01,0.33,990216.59,69770.68,0.32,993321.87,0.06,0.32
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,9,香港-出口-USD(千美元),0,true,638316.14,29920800,0.56,30283260.78,0.02,0.52,28714207.82,3459733.76,0.45,29106233.51,0.1,0.47
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,10,香港-進口-NTD(百萬元),0,true,-1621.8,73215.24,0.38,74335.54,-0.03,0.38,78012.04,-9693.37,0.37,80320.72,-0.17,0.34
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,11,香港-進口-USD(千美元),0,true,-35726.17,2161714.32,0.2,2179026.2,-0.02,0.2,2306235.31,-233800.46,0.23,2345492.15,-0.13,0.23
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,12,印尼-出口-NTD(百萬元),0,true,6599.75,40340,0.71,50009.14,0.07,0.62,22707.75,38461.38,0.66,37979.3,0.45,0.71
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,13,印尼-出口-USD(千美元),0,true,231796.16,1107200.89,0.69,1479603.32,0.08,0.6,538609.75,1324397.54,0.62,1113974.34,0.48,0.67
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,14,印尼-進口-NTD(百萬元),0,true,9437.05,86293.33,0.77,100584.66,0.06,0.65,55713.88,57795.97,0.79,72768.06,0.4,0.81
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,15,印尼-進口-USD(千美元),0,true,336115.56,2419177.37,0.78,2964264.46,0.06,0.7,1443464.93,1999328.21,0.76,2124425.73,0.44,0.8
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,16,日本-出口-NTD(百萬元),0,true,10269.52,430948.14,0.67,438446.24,0.02,0.68,422403.82,49992.53,0.44,427001.35,0.1,0.47
CT0209A1A,進出口貿易值-主要國家地區別(特殊貿易制度),CT,17,日本-出口-USD(千美元),0,true,443119.57,12580023.53,0.68,13024554.25,0.03,0.62,12276508.85,2123134.89,0.43,12522937.86,0.13,0.46
CT0209A1M,進出口貿易值-主要國家地區別(特殊貿易制度),CT,0,總計-出口-NTD(百萬元),0,true,2492,360567.59,0.79,395125.5,0,-1.75,27792.45,134063.72,0.67,200200.2,0.25,0.75
CT1200A1A,進出口貿易總值(一般貿易制度),CT,0,出口總值-NTD(百萬元),0,true,326696.29,4756608.51,0.85,5179448.21,0.04,0.79,3472776.08,2143248.06,0.91,3991037.42,0.32,0.92
CT1200A1A,進出口貿易總值(一般貿易制度),CT,1,出口總值-USD(百萬美元),0,true,11910.7,136763.66,0.82,153816.19,0.05,0.75,91419.98,77396.63,0.86,113506.83,0.37,0.88
CT1200A1A,進出口貿易總值(一般貿易制度),CT,2,進口總值-NTD(百萬元),0,true,260337.94,4467888.54,0.69,4820189.18,0.04,0.58,3230505.18,1816656.87,0.83,3568375.81,0.31,0.81
CT1200A1A,進出口貿易總值(一般貿易制度),CT,3,進口總值-USD(百萬美元),0,true,9616.5,129459.68,0.68,143577.43,0.04,0.6,86159.29,65883.49,0.79,101563.18,0.36,0.78
CT1200A1M,進出口貿易總值(一般貿易制度),CT,0,出口總值-NTD(百萬元),0,true,2226.65,411126.24,0.76,446491.68,0,-1.67,20920.1,143748.87,0.75,204791.27,0.26,0.8
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,0,總計-出口-NTD(百萬元),0,true,326696.29,4756608.51,0.85,5179448.21,0.04,0.79,3472776.08,2143248.06,0.91,3991037.42,0.32,0.92
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,1,總計-出口-USD(千美元),0,true,11910698.03,136763679.38,0.82,153816186.88,0.05,0.75,91419976.82,77396629.08,0.86,113506830.23,0.37,0.88
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,2,總計-進口-NTD(百萬元),0,true,260337.94,4467888.54,0.69,4820189.18,0.04,0.58,3230505.18,1816656.87,0.83,3568375.81,0.31,0.81
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,3,總計-進口-USD(千美元),0,true,9616495.64,129459720.3,0.68,143577435.73,0.04,0.6,86159281.75,65883493.48,0.79,101563186.32,0.36,0.78
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,4,亞洲-出口-NTD(百萬元),0,true,282423.73,2676734.02,0.89,3133513.6,0.05,0.81,1598064.46,1836981.89,0.93,2155633.1,0.42,0.94
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,5,亞洲-出口-USD(千美元),0,true,9959382.27,76163690.39,0.86,93475279.06,0.06,0.78,39182404.86,64243027.09,0.89,61306119.26,0.47,0.91
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,6,亞洲-進口-NTD(百萬元),0,true,154278.78,2421385.98,0.76,2641147.01,0.04,0.7,1727712.08,1056470.14,0.88,1936059.88,0.33,0.86
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,7,亞洲-進口-USD(千美元),0,true,5645789.91,69954972.34,0.76,78640115.72,0.05,0.62,45772206.83,38051337.86,0.85,55089586.41,0.38,0.84
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,8,香港-出口-NTD(百萬元),0,true,13072.37,1042205.14,0.42,1049955.63,0.01,0.4,998313,81964.87,0.41,1002071.57,0.07,0.4
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,9,香港-出口-USD(千美元),0,true,686153.11,30303119.01,0.61,30750024.54,0.02,0.59,27974000.29,4315061.25,0.6,28481318.59,0.12,0.61
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,10,香港-進口-NTD(百萬元),0,true,-1051.85,62864.65,0.24,63933.07,-0.02,0.25,66774.07,-6786.83,0.25,67688.88,-0.13,0.24
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,11,香港-進口-USD(千美元),0,true,-19006.56,1845541.1,0.08,1864595.01,-0.01,0.07,1914135.12,-121596.57,0.08,1926191.48,-0.08,0.07
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,12,印尼-出口-NTD(百萬元),0,true,4493.74,59082.52,0.42,65175.96,0.05,0.27,35296.1,32589.43,0.55,43519.87,0.39,0.52
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,13,印尼-出口-USD(千美元),0,true,161975.57,1714149.34,0.42,1953555.54,0.05,0.34,899107.41,1153197.74,0.53,1237540.11,0.44,0.51
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,14,印尼-進口-NTD(百萬元),0,true,5460.33,119382.62,0.34,127681.81,0.03,0.29,81636.47,44086.31,0.56,86273.17,0.32,0.49
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,15,印尼-進口-USD(千美元),0,true,206165.29,3493459.21,0.38,3814278.51,0.04,0.28,2200471.07,1597492.03,0.57,2454071.01,0.37,0.51
CT1209A1A,進出口貿易值-主要國家地區別(一般貿易制度),CT,16,日本-出口-NTD(百萬元),0,true,13220.87,420486.64,0.88,430132.83,0.02,0.73,380530.27,80646.04,0.82,393883.79,0.16,0.84
EP0101A1A,空氣污染指標分布,EP,0,監測日數-總計,0,true,102.73,20173.67,0.72,20188.39,0,-2.37,20092.56,497.82,0.47,20112.86,0.02,0.39
EP0101A1A,空氣污染指標分布,EP,1,監測日數-良好(0-50),0,true,193.26,7617.48,0.59,7734.62,0.02,0.62,7652.92,838.43,0.31,7808.49,0.09,0.33
EP0101A1A,空氣污染指標分布,EP,2,監測日數-普通(51-100),0,true,-43.24,11616.1,0.12,11608.16,0,-0.38,11475.48,-118.37,0.02,11498.02,-0.01,0.02
EP0101A1A,空氣污染指標分布,EP,3,監測日數-不良(101-199),0,true,-47.57,936.72,0.65,1120.45,-0.09,0.51,964.52,-225.43,0.4,1272.9,-0.54,0.03
EP0101A1A,空氣污染指標分布,EP,4,監測日數-非常不良(200-299),0,true,0.03,1.56,0,,,,0.51,0.68,0.02,,,
EP0101A1A,空氣污染指標分布,EP,5,監測日數-有害(300及以上),0,true,0.25,1.81,0.01,,,,-0.87,2.51,0.02,,,
EP0101A1A,空氣污染指標分布,EP,6,空氣污染指標(PSI)最低值,0,true,0.1,3.96,0.03,5.4,0.01,-0.13,4.77,0.02,0,3.29,0.09,-0.12
EP0101A1A,空氣污染指標分布,EP,7,空氣污染指標(PSI)最高值,0,true,-0.16,251.49,0,265.35,0,-0.02,213.18,19.27,0.02,212.81,0.04,-0.02
EP0101A1A,空氣污染指標分布,EP,8,空氣污染指標(PSI)平均值,0,true,,,,,,,,,,,,
CT1209A1M,進出口貿易值-主要國家地區別(一般貿易制度),CT,0,總計-出口-NTD(百萬元),0,true,2226.65,411126.24,0.76,446491.68,0,-1.67,20920.1,143748.87,0.75,204791.27,0.26,0.8
EP0101A2A,空氣品質指標分布,EP,0,監測日數-總計,0,true,0,21876,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,1,監測日數-良好(0-50),0,true,0,8690,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,2,監測日數-普通(51-100),0,true,0,9231,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,3,監測日數-對敏感族群不健康(101-150),0,true,0,3334,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,4,監測日數-對所有族群不健康(151-200),0,true,0,610,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,5,監測日數-非常不健康(201-300),0,true,0,11,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,6,監測日數-危害(301-500),0,true,0,,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,7,空氣品質指標(AQI)最低值,0,true,0,10,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,8,空氣品質指標(AQI)最高值,0,true,0,221,,,,,,,,,,
EP0101A2A,空氣品質指標分布,EP,9,空氣品質指標(AQI)平均值,0,true,0,68,,,,,,,,,,
EP0101A1M,空氣污染指標分布,EP,0,監測日數-總計,0,true,0.72,1684.43,0.36,1686.18,0,-1.03,1621.48,30.97,0.2,1625.55,0.02,0.13
EP0101A1M,空氣污染指標分布,EP,1,監測日數-良好(0-50),0,true,1.37,639.48,0.08,683.74,0,-0.11,540.91,53.97,0.04,552.19,0.06,-0.01
EP0101A1M,空氣污染指標分布,EP,2,監測日數-普通(51-100),0,true,-0.33,969.23,0.01,988.6,0,-0.05,979.97,-9.96,0,975.5,-0.02,-0.03
EP0101A2M,空氣品質指標分布,EP,0,監測日數-總計,0,true,1.12,1809.98,0.02,1811.27,0,-0.05,1803.14,8.95,0.02,1801.53,0.01,-0.13
EP0101A2M,空氣品質指標分布,EP,1,監測日數-良好(0-50),0,true,13.16,591.02,0.05,690.2,0.02,-0.09,462.64,126.96,0.08,433.14,0.19,0.03
EP0101A2M,空氣品質指標分布,EP,2,監測日數-普通(51-100),0,true,-4.88,826.53,0.03,850.75,-0.01,0.02,870.33,-45.35,0.04,852.95,-0.06,0.02
EP0101A2M,空氣品質指標分布,EP,3,監測日數-對敏感族群不健康(101-150),0,true,-6.51,335.73,0.06,378.66,-0.01,-0.17,403.02,-64.52,0.1,389.55,-0.36,-0.11
EP0101A2M,空氣品質指標分布,EP,4,監測日數-對所有族群不健康(151-200),0,true,,,,,,,,,,,,
EP0101A2M,空氣品質指標分布,EP,5,監測日數-非常不健康(201-300),0,true,,,,,,,,,,,,
EP0101A2M,空氣品質指標分布,EP,6,監測日數-危害(301-500),0,true,,,,,,,,,,,,
EP0101A2M,空氣品質指標分布,EP,7,空氣品質指標(AQI)最低值,0,true,-0.08,18.42,0.01,19.2,0,-0.11,19.62,-0.96,0.02,19.04,-0.06,0
EP0101A2M,空氣品質指標分布,EP,8,空氣品質指標(AQI)最高值,0,true,0.12,183.44,0,184.1,0,0,177.26,3.43,0.01,176.92,0.02,0.01
EP0101A2M,空氣品質指標分布,EP,9,空氣品質指標(AQI)平均值,0,true,-0.53,73.14,0.05,74.67,-0.01,0.05,78.83,-5.35,0.09,78.11,-0.08,0.08
EP0102A1A,環保署環保稽查概況,EP,0,總計-稽查次數(次),0,true,-378.25,101957.72,0,100033.45,0.01,-0.14,81307.33,8750.45,0.04,82461.75,0.05,-0.02
EP0102A1A,環保署環保稽查概況,EP,1,總計-告發次數(次),0,true,-130.79,4071.58,0.6,4384.96,-0.05,0.57,4293.5,-709.85,0.44,4485.57,-0.24,0.36
EP0102A1A,環保署環保稽查概況,EP,2,水污染-稽查次數(次),0,true,-532.15,12526.82,0.61,13643.05,-0.06,0.49,13142.02,-2742.19,0.4,16964.74,-0.46,0.13
EP0102A1A,環保署環保稽查概況,EP,3,水污染-告發次數(次),0,true,-30.65,830.56,0.47,901.64,-0.05,0.51,1007.32,-229.65,0.65,1056.37,-0.36,0.67
EP0102A1A,環保署環保稽查概況,EP,4,廢棄物-稽查次數(次),0,true,1486.07,52497.37,0.06,51923.39,0.04,-0.18,34350.05,15993.79,0.18,33534.89,0.29,0.11
EP0102A1A,環保署環保稽查概況,EP,5,廢棄物-告發次數(次),0,true,-80.27,2297.67,0.42,2544.17,-0.05,0.42,2524.61,-481.7,0.37,2578.72,-0.28,0.31
EP0102A1A,環保署環保稽查概況,EP,6,空氣污染-稽查次數(次),0,true,-748.91,23032.66,0.11,22996.9,-0.01,-0.13,18887.16,-1316.51,0.01,23784.95,-0.35,-0.24
EP0102A1A,環保署環保稽查概況,EP,7,空氣污染-告發次數(次),0,true,-20.59,888.43,0.08,980.26,-0.02,-0.05,698.33,2.43,0,683.25,-0.07,-0.1
EP0102A1A,環保署環保稽查概況,EP,8,噪音-稽查次數(次),0,true,-5.16,324.73,0.08,349.24,-0.02,0.04,307.27,-14.7,0.02,299.09,-0.06,-0.01
EP0102A1A,環保署環保稽查概況,EP,9,噪音-告發次數(次),0,true,-1.76,35.66,0.62,42.22,-0.09,0.68,43.61,-12.07,0.73,51.7,-0.56,0.69
EP0102A1A,環保署環保稽查概況,EP,10,毒性化學物質-稽查次數(次),0,true,-349.09,7524.46,0.56,7946.65,-0.06,0.41,7504.28,-1583.87,0.29,11918.15,-0.64,-0.43
EP0102A1A,環保署環保稽查概況,EP,11,毒性化學物質-告發次數(次),0,true,-0.62,23.58,0.02,25.65,0.01,-0.26,26.89,-4.51,0.03,29.12,-0.47,-0.04
EP0102A1A,環保署環保稽查概況,EP,12,環境用藥-稽查次數(次),0,true,,,,,,,,,,,,
EP0102A1A,環保署環保稽查概況,EP,13,環境用藥-告發次數(次),0,true,,,,,,,,,,,,
EP0102A1A,環保署環保稽查概況,EP,14,飲用水-稽查次數(次),0,true,60.65,2021.09,0.11,2317.73,0.02,0.03,1463.46,559.89,0.23,1325.89,0.3,0.18
EP0102A1A,環保署環保稽查概況,EP,15,飲用水-告發次數(次),0,true,,,,,,,,,,,,
EP0102A1A,環保署環保稽查概況,EP,16,環境影響評估-稽查次數(次),0,true,,,,,,,,,,,,
EP0102A1A,環保署環保稽查概況,EP,17,環境影響評估-告發次數(次),0,true,,,,,,,,,,,,
EP0103A1A,飲用水水質抽驗結果,EP,0,自來水水質-檢驗件數(次),0,true,-67.81,11425.47,0.18,11486.98,-0.01,-0.02,11782.61,-490.86,0.24,11752.02,-0.04,0.23
EP0103A1A,飲用水水質抽驗結果,EP,1,自來水水質-檢驗不合格件數(次),0,true,-3.99,72.85,0.65,93.95,-0.11,0.61,87.2,-25.5,0.66,126.62,-0.75,0.48
EP0103A1A,飲用水水質抽驗結果,EP,2,自來水水質-檢驗項次數(次),0,true,-687.01,106027.33,0.35,106293.94,-0.01,0.08,106757.44,-3507.66,0.23,106881.67,-0.04,0.18
EP0103A1A,飲用水水質抽驗結果,EP,3,自來水水質-檢驗不合格項次數(次),0,true,-4.93,90.02,0.64,116.32,-0.11,0.57,105.03,-30.13,0.6,157.19,-0.77,0.29
EP0103A1A,飲用水水質抽驗結果,EP,4,簡易自來水水質-檢驗件數(次),0,true,,,,,,,,,,,,
EP0103A1A,飲用水水質抽驗結果,EP,5,簡易自來水水質-檢驗不合格件數(次),0,true,,,,,,,,,,,,
EP0103A1A,飲用水水質抽驗結果,EP,6,簡易自來水水質-檢驗項次數(次),0,true,,,,,,,,,,,,
EP0103A1A,飲用水水質抽驗結果,EP,7,簡易自來水水質-檢驗不合格項次數(次),0,true,,,,,,,,,,,,
